Unique ID,Sample Date,Latitude (degree),Longitude (degree),Microplastics Measurement,Unit,Concentration Class,wind_u,wind_v,wind_speed,wave_direction,wave_period,wave_height,current_u,current_v,current_speed,month
0276264-0000207,8/2/2015 5:00:00 AM,30.000933,-140.813,6.618049,pieces/m3,High,-3.476259160906242,-0.8739966731171714,3.5844452762463055,60.23558712025581,8.342802433624513,1.5429065398101802,-0.045,-0.13,0.13756816492197604,8
0276264-0000106,8/5/2019 5:00:00 AM,31.91,-145.09,2.800453,pieces/m3,High,-1.3776544189453062,3.467103198242188,3.7307822618454614,146.7795708984375,9.380806251525879,1.6105797103881838,0.053,0.014,0.05481788029466298,8
0276264-0000306,8/16/2015 5:00:00 AM,33.00241,-136.8805,5.964499,pieces/m3,High,-4.749445630390622,-5.192352966874994,7.036885897089147,63.71111353132828,7.088212948083498,1.3638992478710932,-0.10400000000000001,0.003,0.10404326023342407,8
0276264-0000307,8/16/2015 5:00:00 AM,33.003792,-136.879,3.461667,pieces/m3,High,-4.750005817062501,-5.192313138953135,7.037234612763238,63.694524198328004,7.088160307863768,1.3639234931904305,-0.10400000000000001,0.003,0.10404326023342407,8
0276264-0000506,8/19/2015 5:00:00 AM,29.6613,-135.91255,2.097955,pieces/m3,High,-4.881427046093751,-6.62556503863281,8.229607650884029,42.9203787693555,8.74988304715088,2.4270797402246096,-0.138,-0.014,0.13870832707519762,8
0276264-0000107,8/6/2019 5:00:00 AM,32.4,-144.56,5.70248,pieces/m3,High,-3.369271850585938,0.012026489257816337,3.369293314568303,158.71916381835936,9.242926795959473,1.3067943572998049,0.017,0.046,0.04904079934095691,8
0276264-0000208,8/2/2015 5:00:00 AM,29.981317,-139.834,19.315363,pieces/m3,Very High,-2.10181884045313,-0.2645066843203123,2.118397088398175,56.962926385693365,8.47732078656201,1.5021542771383058,-0.002,0.004,0.004472135954999579,8
0276264-0000406,8/10/2015 5:00:00 AM,32.4304,-149.0767,1.740337,pieces/m3,High,-0.9277799313281136,-4.4062197669140595,4.50283779802464,123.65118021380863,8.732636564150393,1.23188358022522,-0.027,0.019,0.03301514803843835,8
0276264-0000608,9/14/2015 5:00:00 AM,29.3311,-133.2188,2.8162,pieces/m3,High,-2.331376112499992,-7.360422127187501,7.72082433865238,30.36796852821282,6.944696798852539,1.7177752593261721,-0.011,-0.126,0.12647924730958832,9
0276264-0000209,8/2/2015 5:00:00 AM,29.981132,-139.8355,21.326015,pieces/m3,Very High,-2.104248837390619,-0.26398862297656234,2.120743540063445,56.96917984194336,8.477154657433108,1.502213199759399,-0.002,0.004,0.004472135954999579,8
0276264-0000108,8/7/2019 5:00:00 AM,32.72,-144.28,4.632787,pieces/m3,High,-3.2446250732421866,1.9178533203125,3.7690520325601167,159.21627863769532,9.311431341552735,1.12829970703125,0.053,0.089,0.10358571330062848,8
0276264-0000308,8/17/2015 5:00:00 AM,32.991073,-138.0,1.698375,pieces/m3,High,-5.39966682421875,-6.129608534179687,8.168751593411141,63.25139440722656,7.239833799560547,1.6573436764526366,-0.029,-0.042,0.05103920062069938,8
0276264-0000507,8/19/2015 5:00:00 AM,29.6857,-135.9594,1.559172,pieces/m3,High,-4.894052535546874,-6.609732256757815,8.224372968604813,43.06838314623043,8.749414394509277,2.4255009169238284,-0.138,-0.014,0.13870832707519762,8
0276264-0000609,9/14/2015 5:00:00 AM,29.3194,-133.18895,1.333847,pieces/m3,High,-2.317382917187503,-7.3558894412499995,7.712287148230782,30.269731287587916,6.945505837915039,1.7178386475097658,-0.011,-0.126,0.12647924730958832,9
0276264-0000407,8/10/2015 5:00:00 AM,32.42315,-148.99965,1.295791,pieces/m3,High,-0.8567346628515633,-4.39172380546875,4.474509164819343,123.82157519791069,8.739916815300292,1.2325804615570068,-0.024,0.005,0.024515301344262524,8
0276264-0000309,8/17/2015 5:00:00 AM,32.992298,-137.9975,1.166769,pieces/m3,High,-5.400761811249999,-6.132869312773434,8.171922304416169,63.24056322816408,7.239614419536133,1.6573462433227542,-0.029,-0.042,0.05103920062069938,8
0276264-0000610,9/14/2015 5:00:00 AM,29.29525,-133.14445,3.160259,pieces/m3,High,-2.3013851191406287,-7.345887320703122,7.697949986526856,30.16880629555668,6.947560389038086,1.717589167358398,-0.011,-0.126,0.12647924730958832,9
0276264-0000508,8/20/2015 5:00:00 AM,29.86825,-137.5749,1.695865,pieces/m3,High,-4.076447517578124,-3.3577551802734282,5.281282440300073,58.09675458374025,9.049296678503419,2.0019712733520505,0.005,0.053,0.05323532661682465,8
0276264-0000210,8/3/2015 5:00:00 AM,29.998385,-139.352,32.99717,pieces/m3,Very High,-0.21233840535156798,-2.1400190042578116,2.150527595026821,133.90839084902342,9.98906046003662,1.6832141046893312,-0.037,-0.036000000000000004,0.05162363799656122,8
0276264-0000109,8/8/2019 5:00:00 AM,32.85,-143.36,3.92704,pieces/m3,High,1.1621063232421818,1.822678344726567,2.161630739708945,148.95180468750004,9.494370803833005,1.0735931243896484,0.093,0.005,0.09313431161500041,8
0276264-0000310,8/17/2015 5:00:00 AM,32.997127,-139.5635,1.393483,pieces/m3,High,-6.12960643806251,-4.351956540242186,7.517419824227865,70.87306205641407,7.295299199290527,1.6366634644750977,-0.24,0.053,0.24578242410717654,8
0276264-0000611,9/14/2015 5:00:00 AM,29.26285,-133.09065,1.764996,pieces/m3,High,-2.2877736207031307,-7.3359559460156225,7.684410047717852,30.0695875099317,6.950402117749023,1.7171469651123044,-0.011,-0.126,0.12647924730958832,9
0276264-0000311,8/17/2015 5:00:00 AM,32.998717,-139.5615,0.855302,pieces/m3,Medium,-6.123354349124994,-4.35233880217969,7.512544278332536,70.87437228678904,7.295539896295409,1.636427625539551,-0.24,0.053,0.24578242410717654,8
0276264-0000408,8/10/2015 5:00:00 AM,32.40965,-148.92375,1.674705,pieces/m3,High,-0.7651413642578182,-4.3730353125,4.439468341104629,124.03979021170613,8.749386840270995,1.2329268050384519,-0.024,0.005,0.024515301344262524,8
